,i,j,k,method,bs,r,sample,p,event,count
263,1024,64,800,tiled,1024,0.027213387683753074,1,CFG_LL_TLB,task-clock,1816552629
264,1024,64,800,tiled,1024,1.0,0,CFG_LL_TLB,L1-dcache-loads,2674232359
265,1024,64,800,tiled,1024,1.0,0,CFG_LL_TLB,cache-misses,8598984
266,1024,64,800,tiled,1024,1.0,0,CFG_LL_TLB,cache-references,103065332
267,1024,64,800,tiled,1024,1.0,0,CFG_LL_TLB,context-switches,0
268,1024,64,800,tiled,1024,1.0,0,CFG_LL_TLB,cpu-migrations,0
269,1024,64,800,tiled,1024,1.0,0,CFG_LL_TLB,dTLB-load-misses,21985691
270,1024,64,800,tiled,1024,1.0,0,CFG_LL_TLB,page-faults,0
271,1024,64,800,tiled,1024,1.0,0,CFG_LL_TLB,task-clock,1405261805
272,1024,64,800,tiled,1024,0.006061898993497572,0,CFG_LL_TLB,L1-dcache-loads,2674197043
273,1024,64,800,tiled,1024,0.006061898993497572,0,CFG_LL_TLB,cache-misses,15939672
274,1024,64,800,tiled,1024,0.006061898993497572,0,CFG_LL_TLB,cache-references,102839486
275,1024,64,800,tiled,1024,0.006061898993497572,0,CFG_LL_TLB,context-switches,0
276,1024,64,800,tiled,1024,0.006061898993497572,0,CFG_LL_TLB,cpu-migrations,0
277,1024,64,800,tiled,1024,0.006061898993497572,0,CFG_LL_TLB,dTLB-load-misses,44536363
278,1024,64,800,tiled,1024,0.006061898993497572,0,CFG_LL_TLB,page-faults,0
279,1024,64,800,tiled,1024,0.006061898993497572,0,CFG_LL_TLB,task-clock,1768746511
280,1024,64,800,tiled,1024,0.0013503140378698735,1,CFG_LL_TLB,L1-dcache-loads,2674090489
281,1024,64,800,tiled,1024,0.0013503140378698735,1,CFG_LL_TLB,cache-misses,20402675
282,1024,64,800,tiled,1024,0.0013503140378698735,1,CFG_LL_TLB,cache-references,103165169
283,1024,64,800,tiled,1024,0.0013503140378698735,1,CFG_LL_TLB,context-switches,0
284,1024,64,800,tiled,1024,0.0013503140378698735,1,CFG_LL_TLB,cpu-migrations,0
285,1024,64,800,tiled,1024,0.0013503140378698735,1,CFG_LL_TLB,dTLB-load-misses,48227741
286,1024,64,800,tiled,1024,0.0013503140378698735,1,CFG_LL_TLB,page-faults,0
