,count,data_type,event,unk1,unk2,computed_value,computed_name,perf_time_start,arg.dataset,arg.dataset_path,arg.dataset_list,arg.data_format,arg.profile,arg.scenario,arg.max_batchsize,arg.model,arg.output,arg.inputs,arg.outputs,arg.backend,arg.model_name,arg.threads,arg.qps,arg.cache,arg.accuracy,arg.find_peak_performance,arg.debug,arg.mlperf_conf,arg.user_conf,arg.audit_conf,arg.time,arg.count,arg.performance_sample_count,arg.max_latency,arg.samples_per_query,arg.perf_events,hardware
3,479325,,dtlb_load_misses.miss_causes_a_walk,1059273304,100,458.75,K/sec,"Thu Aug 11 12:17:28 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
4,1044.85,msec,task-clock,1044850825,100,1.043,CPUs utilized,"Thu Aug 11 12:17:28 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
5,263,,context-switches,1035428534,100,251.711,/sec,"Thu Aug 11 12:17:28 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
6,1,,cpu-migrations,1024126504,100,0.957,/sec,"Thu Aug 11 12:17:28 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
7,8949,,page-faults,1012189027,100,8.565,K/sec,"Thu Aug 11 12:17:28 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
0,1111846726,,L1-dcache-loads,1128291501,100,1.045,G/sec,"Thu Aug 11 11:55:38 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
1,12497827,,L1-dcache-load-misses,1111684471,100,1.12,of all L1-dcache accesses,"Thu Aug 11 11:55:38 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
2,497718,,dTLB-load-misses,1095407412,100,,,"Thu Aug 11 11:55:38 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
3,492246,,dtlb_load_misses.miss_causes_a_walk,1078302028,100,462.764,K/sec,"Thu Aug 11 11:55:38 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
4,1063.71,msec,task-clock,1063709640,100,1.061,CPUs utilized,"Thu Aug 11 11:55:38 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
5,311,,context-switches,1053611000,100,292.373,/sec,"Thu Aug 11 11:55:38 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
6,5,,cpu-migrations,1043458905,100,4.701,/sec,"Thu Aug 11 11:55:38 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
7,8940,,page-faults,1033032641,100,8.405,K/sec,"Thu Aug 11 11:55:38 2022
",imagenet,data/imagenet/,None,None,resnet50-onnxruntime,Offline,32,models/resnet50_v1.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/resnet50,['input_tensor:0'],['ArgMax:0'],onnxruntime,resnet50,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"L1-dcache-loads,L1-dcache-load-misses,dTLB-load-misses,dtlb_load_misses.miss_causes_a_walk,task-clock,context-switches,cpu-migrations,page-faults",hummer
0,5326596275,,cycles,1910843437,100,2.849,GHz,"Thu Aug 11 11:57:32 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
1,28218782,,cache-references,1894168232,100,15.095,M/sec,"Thu Aug 11 11:57:32 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
2,3186165,,cache-misses,1880904212,100,11.291,of all cache refs,"Thu Aug 11 11:57:32 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
3,1869.42,msec,task-clock,1869417124,100,1.866,CPUs utilized,"Thu Aug 11 11:57:32 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
4,339,,context-switches,1859888727,100,181.34,/sec,"Thu Aug 11 11:57:32 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
5,1,,cpu-migrations,1850512182,100,0.535,/sec,"Thu Aug 11 11:57:32 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
6,28167,,page-faults,1841481723,100,15.067,K/sec,"Thu Aug 11 11:57:32 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
0,2685320640,,cycles,910684699,100,3.086,GHz,"Thu Aug 11 12:11:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
1,12283998,,cache-references,896245247,100,14.115,M/sec,"Thu Aug 11 12:11:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
2,1365608,,cache-misses,882568621,100,11.117,of all cache refs,"Thu Aug 11 12:11:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
3,870.28,msec,task-clock,870277977,100,0.869,CPUs utilized,"Thu Aug 11 12:11:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
4,231,,context-switches,860257328,100,265.432,/sec,"Thu Aug 11 12:11:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
5,1,,cpu-migrations,850075052,100,1.149,/sec,"Thu Aug 11 12:11:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
6,27596,,page-faults,839759401,100,31.709,K/sec,"Thu Aug 11 12:11:44 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
0,1963989904,,instructions,643628054,100,,,"Thu Aug 11 12:02:04 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
1,326741741,,branches,627830570,100,542.594,M/sec,"Thu Aug 11 12:02:04 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
2,1316938,,branch-misses,613615550,100,0.4,of all branches,"Thu Aug 11 12:02:04 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
3,602.18,msec,task-clock,602184776,100,0.601,CPUs utilized,"Thu Aug 11 12:02:04 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
4,283,,context-switches,593402566,100,469.955,/sec,"Thu Aug 11 12:02:04 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
5,1,,cpu-migrations,584706242,100,1.661,/sec,"Thu Aug 11 12:02:04 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
6,27497,,page-faults,575801738,100,45.662,K/sec,"Thu Aug 11 12:02:04 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
0,613314548628,,instructions,106743182566,100,,,"Thu Aug 11 12:04:59 2022
",coco-1200-onnx,data/coco-1200,None,NCHW,ssd-resnet34-onnxruntime,Offline,1,models/ssd_resnet34_mAP_20.2.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/ssd-resnet34,['image:0'],"['detection_bboxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-resnet34,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
1,22978478693,,branches,106725909089,100,216.492,M/sec,"Thu Aug 11 12:04:59 2022
",coco-1200-onnx,data/coco-1200,None,NCHW,ssd-resnet34-onnxruntime,Offline,1,models/ssd_resnet34_mAP_20.2.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/ssd-resnet34,['image:0'],"['detection_bboxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-resnet34,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
2,20313165,,branch-misses,106384029920,100,0.09,of all branches,"Thu Aug 11 12:04:59 2022
",coco-1200-onnx,data/coco-1200,None,NCHW,ssd-resnet34-onnxruntime,Offline,1,models/ssd_resnet34_mAP_20.2.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/ssd-resnet34,['image:0'],"['detection_bboxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-resnet34,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
3,106140.14,msec,task-clock,106140136883,100,26.501,CPUs utilized,"Thu Aug 11 12:04:59 2022
",coco-1200-onnx,data/coco-1200,None,NCHW,ssd-resnet34-onnxruntime,Offline,1,models/ssd_resnet34_mAP_20.2.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/ssd-resnet34,['image:0'],"['detection_bboxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-resnet34,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
4,11568,,context-switches,106129587302,100,108.988,/sec,"Thu Aug 11 12:04:59 2022
",coco-1200-onnx,data/coco-1200,None,NCHW,ssd-resnet34-onnxruntime,Offline,1,models/ssd_resnet34_mAP_20.2.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/ssd-resnet34,['image:0'],"['detection_bboxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-resnet34,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
5,12,,cpu-migrations,106118884590,100,0.113,/sec,"Thu Aug 11 12:04:59 2022
",coco-1200-onnx,data/coco-1200,None,NCHW,ssd-resnet34-onnxruntime,Offline,1,models/ssd_resnet34_mAP_20.2.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/ssd-resnet34,['image:0'],"['detection_bboxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-resnet34,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
6,29427,,page-faults,106108129175,100,277.247,/sec,"Thu Aug 11 12:04:59 2022
",coco-1200-onnx,data/coco-1200,None,NCHW,ssd-resnet34-onnxruntime,Offline,1,models/ssd_resnet34_mAP_20.2.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/onnxruntime-cpu/ssd-resnet34,['image:0'],"['detection_bboxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-resnet34,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"instructions,branches,branch-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
0,4262919511,,cycles,1521294310,100,2.892,GHz,"Thu Aug 11 12:10:19 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
1,20771925,,cache-references,1508294882,100,14.093,M/sec,"Thu Aug 11 12:10:19 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
2,2305374,,cache-misses,1490158764,100,11.099,of all cache refs,"Thu Aug 11 12:10:19 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
3,1473.89,msec,task-clock,1473888840,100,1.471,CPUs utilized,"Thu Aug 11 12:10:19 2022
",coco-300,data/coco-300,None,NHWC,ssd-mobilenet-onnxruntime,Offline,32,models/ssd_mobilenet_v1_coco_2018_01_28.onnx,/home/apuckhaber3/git/inference/vision/classification_and_detection/output/tf-cpu/resnet50,None,"['num_detections:0', 'detection_boxes:0', 'detection_scores:0', 'detection_classes:0']",onnxruntime,ssd-mobilenet,1,None,0,False,False,False,../../mlperf.conf,user.conf,audit.config,10,8,None,0.2,8,"cycles,cache-references,cache-misses,task-clock,context-switches,cpu-migrations,page-faults",hummer
